StateCode,Division,YearMonth,PCP,TAVG,PDSI,PHDI,ZNDX,PMDI,CDD,HDD,SP01,SP02,SP03,SP06,SP09,SP12,SP24,TMIN,TMAX,X
32,5,190905,3.89,52.1,1.09,1.09,3.27,1.09,10,410,1.02,0.42,0.13,-0.2,-0.28,-0.03,-0.44,39.7,64.4,NA
32,5,190906,2.33,63.6,-0.49,-0.49,-1.47,-0.49,79,121,-0.75,0.16,-0.24,-0.68,-0.42,-0.37,-0.54,52.8,74.4,NA
32,5,190907,3.44,67.5,0.54,0.54,1.63,0.54,135,58,0.63,-0.2,0.37,-0.29,-0.21,-0.19,-0.59,56.2,78.9,NA
32,5,190908,3.15,68.3,1.16,1.16,2.01,1.16,147,44,0.9,0.87,0.19,0.17,-0.04,-0.16,-0.25,55.7,81,NA
32,5,190909,0.83,58.1,-0.52,-0.52,-1.56,-0.52,23,230,-0.7,0.17,0.42,0.09,-0.25,-0.1,-0.36,44,72.1,NA
32,5,190910,0.6,41.6,-0.73,-0.73,-0.79,-0.73,0,725,-0.42,-0.93,-0.18,0.11,-0.41,-0.35,-0.44,29.3,53.9,NA
32,5,190911,0.34,27.7,-0.88,-0.88,-0.67,-0.88,0,1119,-0.28,-0.7,-1.1,-0.43,-0.4,-0.59,-0.39,17.5,38,NA
32,5,190912,1.17,2.8,-0.06,-0.06,2.17,0.72,0,1928,1.75,0.78,0,0.31,-0.02,-0.34,-0.05,-4.4,10.1,NA
32,5,191001,0.21,6.6,-0.31,-0.31,-0.76,0.4,0,1810,-0.76,0.93,0.36,-0.1,0.14,-0.36,-0.01,-2.7,15.8,NA
32,5,191002,0.24,1.9,-0.46,-0.46,-0.55,-0.46,0,1767,-0.51,-1.06,0.51,-0.8,-0.35,-0.34,-0.13,-8.5,12.2,NA
32,5,191003,0.96,39.9,-0.86,-0.86,-1.33,-0.86,10,788,0.59,0.14,-0.31,-0.18,0.2,-0.09,-0.15,27,52.7,NA
32,5,191004,1.05,46.7,-1.47,-1.47,-2.11,-1.47,0,549,-0.2,0.03,-0.21,-0.05,-0.28,0,-0.21,30.7,62.7,NA
32,5,191005,0.59,49.8,-2.27,-2.27,-2.83,-2.27,6,477,-1.63,-1.48,-1.23,-1.05,-1.45,-0.98,-0.79,34.8,64.8,NA
32,5,191006,1.55,66.3,-3.52,-3.52,-4.46,-3.52,119,80,-1.58,-2.01,-1.94,-1.97,-1.77,-1.15,-1.17,53,79.6,NA
32,5,191007,1.43,69.5,-4.45,-4.45,-3.89,-4.45,175,36,-1.11,-1.79,-2.12,-2,-1.9,-1.61,-1.35,54.4,84.6,NA
32,5,191008,1.7,62.4,-4.44,-4.44,-1.34,-4.44,53,133,-0.37,-1.09,-1.73,-2.06,-2.03,-2.06,-1.62,48.6,76.1,NA
32,5,191009,2.43,54.6,-3.55,-3.55,1.3,-3,9,321,0.81,0.26,-0.47,-1.86,-1.94,-1.83,-1.38,42.5,66.7,NA
32,5,191010,0.41,47.2,-3.94,-3.94,-2.26,-3.94,0,552,-0.77,0.16,-0.2,-1.9,-1.93,-1.93,-1.61,33.1,61.3,NA
32,5,191011,0.23,22.2,-3.96,-3.96,-1.27,-3.96,0,1284,-0.6,-1.16,-0.08,-1.67,-1.89,-1.9,-1.79,14.2,30.2,NA
32,5,191012,0.38,11.7,-3.77,-3.77,-0.67,-3.77,0,1652,-0.22,-0.8,-1.25,-1.03,-2.07,-2.11,-1.89,2.8,20.7,NA
32,5,191101,1,-3.1,-3.03,-3.03,1.06,-2.56,0,2111,1.5,0.93,0.22,-0.18,-1.77,-1.8,-1.64,-13.1,6.9,NA
32,5,191102,0.68,4.9,-2.58,-2.58,0.42,-1.89,0,1683,0.87,1.51,1.08,0.29,-1.34,-1.64,-1.47,-5.9,15.6,NA
32,5,191103,0.31,30,-2.9,-2.9,-1.75,-2.83,0,1085,-1.01,-0.25,0.55,-0.62,-0.81,-1.92,-1.47,18.2,41.8,NA
32,5,191104,1.26,40.9,-2.87,-2.87,-0.82,-2.87,0,723,0.06,-0.46,-0.21,-0.15,-0.35,-1.75,-1.3,28.5,53.2,NA
32,5,191105,2.45,55.4,-2.68,-2.68,-0.31,-2.68,21,319,0.13,-0.02,-0.26,0.11,-0.07,-1.33,-1.64,41.4,69.4,NA
32,5,191106,2.76,66.8,-3.23,-3.23,-2.49,-3.23,127,73,-0.38,-0.36,-0.39,-0.24,-0.72,-0.9,-1.53,54.5,79,NA
32,5,191107,2.36,65.5,-3.33,-3.33,-1.28,-3.33,102,86,-0.14,-0.55,-0.5,-0.6,-0.58,-0.58,-1.63,51,79.9,NA
32,5,191108,3.34,61.1,-2.22,-2.22,2.28,-1.25,38,159,1.03,0.44,-0.01,-0.22,-0.01,-0.13,-1.6,49.9,72.4,NA
32,5,191109,2.03,54,-1.72,-1.72,0.81,-0.41,8,338,0.52,0.94,0.56,0.09,0.18,-0.24,-1.48,42.6,65.4,NA
32,5,191110,0.88,41.7,-1.68,-1.68,-0.39,-0.52,0,722,-0.04,0.2,0.67,-0.03,-0.15,-0.14,-1.47,32.3,51.2,NA
32,5,191111,0.55,14.7,-1.59,-1.59,-0.27,-0.53,0,1509,0.17,-0.13,0.16,0.03,-0.23,-0.03,-1.41,4.9,24.6,NA
32,5,191112,0.46,13.7,-1.49,-1.49,-0.18,-0.49,0,1590,0.05,0.05,-0.2,0.34,-0.09,0,-1.59,6.9,20.5,NA
32,5,191201,0.34,-7,-1.56,-1.56,-0.68,-0.79,0,2232,-0.19,-0.19,-0.14,0.53,-0.11,-0.23,-1.52,-16.6,2.5,NA
32,5,191202,0.13,10,-1.78,-1.78,-1.14,-1.27,0,1540,-1.27,-1,-0.76,-0.12,-0.15,-0.37,-1.5,1.9,18,NA
32,5,191203,0.27,14.1,-2.25,-2.25,-1.96,-2.25,0,1578,-1.17,-1.86,-1.57,-1.01,-0.03,-0.36,-1.72,3.4,24.8,NA
32,5,191204,2.51,43.6,0.28,-1.74,0.84,-1.3,0,642,1.2,0.72,0.42,0.18,0.55,-0.04,-1.33,30.3,56.9,NA
32,5,191205,5.68,53.9,2.29,2.29,6.12,2.29,15,359,1.91,2.26,1.9,1.69,1.22,1.01,-0.28,42.8,65.1,NA
32,5,191206,3.24,60.8,2.33,2.33,0.84,2.33,44,170,-0.01,1.47,1.81,1.37,1.05,1.12,0.1,49,72.6,NA
32,5,191207,3.45,66,3.1,3.1,3.01,3.1,110,79,0.63,0.27,1.53,1.52,1.39,1.33,0.55,55,77.1,NA
32,5,191208,3.6,62.4,4.27,4.27,4.47,4.27,53,133,1.19,1.08,0.78,1.85,1.76,1.42,0.95,51.4,73.4,NA
32,5,191209,2.45,51,4.84,4.84,3.02,4.84,0,420,0.83,1.27,1.27,2.13,1.86,1.63,1.04,40.1,61.8,NA
32,5,191210,0.67,43.3,4.33,4.33,-0.03,4.26,0,673,-0.32,0.33,0.89,1.81,1.86,1.74,1.15,30.3,56.2,NA
32,5,191211,0.05,30.5,3.62,3.62,-0.8,3.19,0,1035,-1.47,-1.02,-0.02,0.58,1.66,1.53,1.1,21.8,39.3,NA
32,5,191212,0.5,18.1,3.46,3.46,0.64,3.22,0,1454,0.18,-0.97,-0.96,0.76,1.83,1.53,1.05,7.2,29,NA
32,5,191301,0.36,0.8,3.16,3.16,0.18,2.94,0,1990,-0.11,-0.05,-0.9,0.54,1.49,1.55,0.91,-9.9,11.5,NA
32,5,191302,0.02,5.1,2.6,2.6,-0.71,2.05,0,1677,-3.09,-1.31,-0.89,-0.33,0.38,1.45,0.77,-5.8,15.9,NA
32,5,191303,1.33,16.2,3.05,3.05,2.16,3.05,0,1513,1.16,0.39,0.16,-0.7,0.73,1.75,0.96,5.2,27.1,NA
32,5,191304,1.05,45.5,2.47,2.47,-0.81,2.08,0,585,-0.2,0.38,-0.05,-0.64,0.36,1.38,0.94,33.4,57.7,NA
32,5,191305,1.18,50.7,1.84,1.84,-1.11,0.95,7,451,-0.94,-1.02,-0.55,-0.9,-0.7,-0.03,0.69,38.8,62.6,NA
32,5,191306,2.61,65.6,1.16,1.16,-1.48,-0.33,108,90,-0.5,-1.1,-1.15,-1.09,-1.37,-0.25,0.65,52.8,78.4,NA
32,5,191307,2.82,65.5,1.27,1.27,0.67,0.06,102,86,0.21,-0.38,-0.9,-0.89,-1.1,-0.4,0.69,53.5,77.5,NA
32,5,191308,2.44,68.4,1.29,1.29,0.45,0.26,149,43,0.36,0.22,-0.27,-0.58,-0.8,-0.73,0.5,54.9,82,NA
32,5,191309,1.6,56.9,1.12,1.12,-0.1,0.08,17,260,0.15,0.21,0.17,-0.77,-0.75,-1.05,0.45,43.2,70.5,NA
32,5,191310,1.94,39,1.75,1.75,2.23,1.31,0,806,0.9,0.57,0.55,-0.45,-0.5,-0.72,0.71,28,50.1,NA
32,5,191311,0.23,32,1.35,1.35,-0.67,0.63,0,990,-0.6,0.5,0.34,-0.07,-0.46,-0.64,0.63,22.8,41.3,NA
32,5,191312,0.13,20.9,0.92,0.92,-0.85,-0.1,0,1367,-1.44,-1.73,0.17,0.16,-0.75,-0.74,0.58,11.8,30.1,NA
32,5,191401,0.51,12.6,0.89,0.89,0.18,-0.05,0,1624,0.37,-0.59,-0.98,0.18,-0.65,-0.69,0.61,2.2,23,NA
32,5,191402,0.34,-0.9,0.75,0.75,-0.15,-0.21,0,1845,-0.08,0.02,-0.64,0.09,-0.23,-0.58,0.64,-11,9.2,NA
32,5,191403,1.2,25.2,1.1,1.1,1.27,0.47,0,1234,0.98,0.69,0.64,0.41,0.3,-0.6,0.82,15.7,34.8,NA
32,5,191404,1.56,40.6,1.16,1.16,0.54,0.59,0,732,0.39,0.7,0.58,-0.05,0.32,-0.5,0.65,29.8,51.4,NA
32,5,191405,2.49,55,1.22,1.22,0.54,0.73,19,329,0.15,0.19,0.43,0.19,0.25,-0.03,-0.13,41.5,68.5,NA
32,5,191406,5.71,62.1,2.49,2.49,4.17,2.49,59,146,1.43,1.13,1.09,1.22,1.07,0.86,0.44,51.8,72.5,NA
32,5,191407,2.08,72.1,2.3,2.3,0.2,2.3,238,18,-0.39,0.8,0.63,0.75,0.46,0.59,0.13,58.8,85.5,NA
32,5,191408,2.54,63.3,2.66,2.66,1.78,2.66,65,117,0.44,-0.14,0.8,0.82,0.69,0.63,-0.08,50.4,76.1,NA
32,5,191409,1.03,58.6,-0.33,2.05,-0.99,1.57,26,218,-0.44,-0.09,-0.43,0.48,0.59,0.53,-0.41,43.7,73.4,NA
32,5,191410,1.46,49.6,-0.27,1.86,0.07,1.36,0,477,0.53,-0.08,0.07,0.47,0.62,0.38,-0.25,35.6,63.6,NA
32,5,191411,0.38,29.8,-0.4,1.52,-0.46,0.78,0,1056,-0.19,0.24,-0.22,0.49,0.55,0.42,-0.18,19.7,40,NA
32,5,191412,0.51,4.4,-0.29,1.43,0.2,0.74,0,1879,0.21,-0.17,0.21,-0.34,0.43,0.54,-0.06,-5.9,14.7,NA
32,5,191501,0.34,3.7,-0.39,1.15,-0.41,0.28,0,1900,-0.19,-0.07,-0.32,-0.12,0.33,0.47,-0.06,-6.1,13.4,NA
32,5,191502,0.34,16,-0.44,0.94,-0.25,-0.02,0,1372,-0.08,-0.39,-0.2,-0.33,0.4,0.46,0.01,7.9,24.2,NA
32,5,191503,0.23,23.4,-0.9,-0.9,-1.52,-0.9,0,1290,-1.36,-1.27,-1.21,-0.4,-0.65,0.19,-0.22,12.8,34,NA
32,5,191504,1.39,48.8,-1.42,-1.42,-1.83,-1.42,8,494,0.21,-0.4,-0.53,-0.76,-0.43,0.08,-0.15,35,62.5,NA
32,5,191505,3.43,50.5,0.78,0.78,2.33,0.78,7,457,0.76,0.63,0.33,0.2,-0.08,0.45,0.23,39.4,61.6,NA
32,5,191506,5.39,56.4,2.15,2.15,4.37,2.15,15,273,1.27,1.42,1.29,0.92,0.82,0.3,0.92,45.3,67.6,NA
32,5,191507,2.75,62.6,2.65,2.65,2.16,2.65,59,134,0.16,0.96,1.18,0.81,0.65,0.46,0.8,51.5,73.7,NA
32,5,191508,1.46,63.4,2.47,2.47,0.28,2.47,66,116,-0.67,-0.38,0.49,0.51,0.44,0.17,0.59,49,77.8,NA
32,5,191509,2.86,54.5,3.24,3.24,3.08,3.24,9,324,1.1,0.38,0.26,1.06,0.82,0.76,0.94,43.1,65.8,NA
32,5,191510,1,45.6,2.94,2.94,0.1,2.92,0,601,0.09,0.74,0.22,1.02,0.77,0.65,0.74,32.6,58.7,NA
32,5,191511,0.53,27.2,2.7,2.7,0.18,2.7,0,1134,0.14,-0.04,0.67,0.76,0.73,0.68,0.81,18.5,35.9,NA
32,5,191512,0.52,13.4,2.6,2.6,0.52,2.6,0,1600,0.24,0.12,-0.05,0.14,0.93,0.68,0.87,4.4,22.3,NA
32,5,191601,1.09,-7.9,3.07,3.07,2.21,3.07,0,2260,1.66,1.28,0.84,0.46,1.16,0.9,0.97,-18.4,2.6,NA
32,5,191602,0.42,5.4,2.92,2.92,0.5,2.92,0,1669,0.19,1.25,1.05,0.9,0.95,0.9,0.96,-3.4,14.2,NA
32,5,191603,2.08,19.6,4.07,4.07,4.38,4.07,0,1407,2.06,1.88,2.38,1.15,0.83,1.47,1.12,10.9,28.4,NA
32,5,191604,1.11,38.6,3.93,3.93,0.84,3.93,0,792,-0.12,1.03,0.98,1.21,0.78,1.46,1.06,28.8,48.5,NA
32,5,191605,2.47,50.5,4.12,4.12,1.77,4.12,7,457,0.14,-0.1,0.65,0.93,0.98,1.12,1.18,38.5,62.6,NA
32,5,191606,3.94,57.6,4.66,4.66,2.88,4.66,21,243,0.46,0.25,0.09,0.91,0.7,0.64,0.72,47.3,67.9,NA
32,5,191607,4.36,73.2,5.9,5.9,5.17,5.9,268,13,1.15,1.04,0.84,1.15,1.34,1.04,1.15,62,84.4,NA
32,5,191608,2.99,65.5,6.68,6.68,4.16,6.68,98,82,0.79,1.22,1.2,1.27,1.52,1.49,1.24,52.6,78.5,NA
32,5,191609,1.02,54.3,6.09,6.09,0.3,6.09,9,330,-0.45,0.19,0.83,0.63,1.22,1.05,1.35,41.3,67.2,NA
32,5,191610,0.44,39.5,5.36,5.36,-0.31,5.19,0,791,-0.71,-0.9,-0.25,0.44,0.76,0.94,1.15,28,51.1,NA
32,5,191611,0.17,26.7,4.64,4.64,-0.51,4.23,0,1149,-0.82,-1.21,-1.24,0.39,0.59,0.8,1.1,15.5,37.8,NA
32,5,191612,1.38,0.1,5.31,5.31,3.43,5.31,0,2012,2.12,0.83,-0.11,0.63,0.47,1.07,1.19,-10.2,10.4,NA
32,5,191701,0.84,-0.5,5.39,5.39,1.9,5.39,0,2030,1.18,2.09,1.09,0.17,0.68,0.98,1.27,-10.7,9.6,NA
32,5,191702,0.77,-2.4,5.48,5.48,1.91,5.48,0,1887,1.06,1.41,2.04,0.01,0.91,1.06,1.31,-12.6,7.9,NA
32,5,191703,0.34,21.7,5.07,5.07,0.49,5.07,0,1342,-0.89,-0.02,0.5,0.13,0.69,0.54,1.33,12.4,31,NA
32,5,191704,1.62,36.4,5.24,5.24,2.08,5.24,0,858,0.45,-0.02,0.26,0.8,0.16,0.67,1.4,26.7,46,NA
32,5,191705,0.09,50.7,-0.88,3.83,-2.63,2.79,7,451,-2.43,-1.43,-1.67,-0.51,-1.12,-0.01,0.8,35,66.5,NA
32,5,191706,2.26,59,-1.01,3.21,-0.66,1.9,29,209,-0.81,-1.89,-1.56,-1.37,-1.32,-0.54,0.02,45.2,72.7,NA
32,5,191707,1.76,70.6,-1.29,2.49,-1.17,0.76,201,27,-0.71,-1.17,-1.9,-1.65,-1.34,-1.2,-0.16,55.8,85.4,NA
32,5,191708,0.82,64.6,-1.95,1.45,-2.36,-1.04,84,96,-1.88,-1.51,-1.66,-2.2,-1.67,-1.83,-0.27,49.2,80,NA
32,5,191709,1.38,55,-1.91,1.14,-0.48,-1.36,10,310,-0.06,-1.15,-1.39,-2.19,-2.04,-1.97,-0.63,41.6,68.5,NA
32,5,191710,0.65,32.5,-1.59,1.14,0.36,-1.09,0,1008,-0.35,-0.41,-1.31,-2.26,-2.13,-1.93,-0.74,22.1,42.9,NA
32,5,191711,0.21,34.6,-1.89,0.56,-1.4,-1.89,0,912,-0.67,-0.81,-0.68,-1.98,-2.24,-1.86,-0.81,23.9,45.3,NA
32,5,191712,0.83,-1.2,-1.35,0.85,1.04,-1.14,0,2052,1.06,0.1,-0.41,-1.56,-2.12,-1.99,-0.63,-11,8.6,NA
32,5,191801,0.51,-4,-1.21,0.76,0.01,-1.07,0,2139,0.37,0.87,0.15,-1.2,-2.13,-2,-0.75,-13,5,NA
32,5,191802,0.13,8.9,-1.4,-1.4,-0.94,-1.4,0,1571,-1.27,-0.49,0.28,-0.56,-1.88,-2.13,-0.8,-2.9,20.7,NA
32,5,191803,0.45,33.6,-1.74,-1.74,-1.45,-1.74,0,973,-0.53,-1.24,-0.86,-0.85,-1.77,-2.25,-1.2,21.7,45.4,NA
32,5,191804,2.18,40.2,0.39,-1.17,1.16,-0.52,0,744,0.95,0.6,0.29,0.22,-0.92,-1.93,-0.94,28.1,52.3,NA
32,5,191805,2.92,50.4,0.99,0.99,1.93,0.99,7,460,0.44,0.78,0.59,0.61,-0.02,-1.25,-0.95,37.4,63.4,NA
32,5,191806,2.26,62,0.43,0.43,-1.38,-0.46,58,148,-0.81,-0.37,0.02,-0.24,-0.46,-1.16,-1.3,50.1,73.9,NA
32,5,191807,3.13,65.6,0.81,0.81,1.27,0.81,103,85,0.43,-0.4,-0.2,-0.14,-0.15,-0.72,-1.42,51.8,79.4,NA
32,5,191808,5.42,65.5,2.94,2.94,6.65,2.94,98,82,2.17,1.71,1,1.08,1.13,0.56,-0.94,52.3,78.6,NA
32,5,191809,0.2,50.4,2.26,2.26,-1.13,1.74,0,438,-2,1.06,0.98,0.7,0.51,0.27,-1.2,36.3,64.5,NA
32,5,191810,0.59,45.5,1.67,1.67,-1.09,0.65,0,604,-0.44,-1.66,0.66,0.2,0.24,0.23,-1.22,33,57.9,NA
32,5,191811,1.51,26.9,2.36,2.36,2.6,2.33,0,1143,1.45,0.45,-0.63,0.46,0.61,0.64,-0.91,18.9,34.8,NA
32,5,191812,1.34,16.5,3.18,3.18,3.17,3.18,0,1504,2.06,2.09,1,1.27,1,0.81,-0.83,7.2,25.8,NA
32,5,191901,0.23,16.5,2.81,2.81,-0.13,2.69,0,1504,-0.66,1.23,1.71,1.24,0.68,0.7,-0.96,6.8,26.2,NA
32,5,191902,0.82,5.9,3.1,3.1,1.75,3.1,0,1655,1.16,0.44,1.46,0.05,0.77,0.89,-0.92,-2.3,14.2,NA
32,5,191903,0.76,16.1,3.14,3.14,1.09,3.14,0,1516,0.22,0.75,0.3,0.95,1.25,1,-0.82,7.5,24.8,NA
32,5,191904,1.39,40.9,3.07,3.07,0.75,3.07,0,723,0.21,0.17,0.47,1.39,1.24,0.75,-0.89,31.4,50.3,NA
32,5,191905,4.09,54.8,4.06,4.06,3.91,4.06,18,335,1.13,0.99,0.93,1.37,0.59,1.14,-0.12,42.9,66.6,NA
32,5,191906,2.83,66.2,3.6,3.6,-0.12,3.49,118,82,-0.32,0.51,0.45,0.49,0.85,1.29,0,55.3,77,NA
32,5,191907,1.53,71.3,3.02,3.02,-0.61,2.62,218,22,-0.98,-0.97,-0.14,-0.01,0.55,0.72,-0.02,57.8,84.8,NA
32,5,191908,1.56,68,2.37,2.37,-1.03,1.53,141,48,-0.54,-1.12,-1.15,-0.33,-0.01,-0.35,0.15,53.9,82.2,NA
32,5,191909,0.76,58.9,1.45,1.45,-2.02,-0.17,28,211,-0.8,-1.04,-1.46,-0.6,-0.56,-0.18,0.02,46.4,71.4,NA
32,5,191910,0.69,33.2,1.43,1.43,0.37,-0.02,0,986,-0.29,-0.91,-1.19,-0.82,-0.68,-0.2,0.02,21.6,44.8,NA
32,5,191911,1.29,15,1.92,1.92,1.91,1.13,0,1500,1.22,0.36,-0.3,-1.27,-0.55,-0.26,0.27,7.6,22.4,NA
32,5,191912,0.85,6,2.2,2.2,1.45,1.8,0,1829,1.1,1.47,0.58,-0.98,-0.44,-0.4,0.35,-1.8,13.9,NA
32,5,192001,1.11,0.2,2.72,2.72,2.24,2.72,0,2009,1.7,1.76,1.85,-0.12,-0.26,-0.15,0.47,-8.4,8.8,NA
32,5,192002,0.36,11.2,2.53,2.53,0.29,2.53,0,1506,-0.01,1.19,1.38,0.25,-0.86,-0.27,0.5,1.1,21.2,NA
32,5,192003,0.59,22.2,2.37,2.37,0.29,2.37,0,1327,-0.16,-0.33,0.65,0.74,-0.73,-0.3,0.54,11,33.4,NA
32,5,192004,0.78,32.4,2.31,2.31,0.57,2.31,0,978,-0.59,-0.71,-0.81,0.71,-0.53,-0.53,0.26,21.7,43,NA
32,5,192005,1.97,53.4,2.11,2.11,0.11,2.09,14,373,-0.24,-0.65,-0.7,-0.13,-0.36,-1.17,-0.07,40.7,66.1,NA
32,5,192006,3.78,62.3,2.33,2.33,1.3,2.33,61,142,0.35,-0.08,-0.36,-0.18,0.03,-0.83,0.28,50.5,74,NA
32,5,192007,2.95,67.3,2.7,2.7,1.84,2.7,132,61,0.31,0.29,-0.03,-0.38,0.24,-0.39,0.24,54.6,79.9,NA
32,5,192008,1.92,67.8,2.54,2.54,0.34,2.54,137,50,-0.13,0,0.08,-0.39,-0.09,-0.29,-0.47,53,82.6,NA
32,5,192009,1.79,58.6,2.39,2.39,0.35,2.39,26,218,0.32,0,0.07,-0.25,-0.12,0.03,-0.16,45.4,71.8,NA
32,5,192010,0.1,48.6,-0.86,1.29,-2.57,0.1,0,508,-1.9,-0.52,-0.64,-0.47,-0.74,-0.2,-0.29,34.8,62.5,NA
32,5,192011,0.5,27.4,-0.84,1.08,-0.22,-0.19,0,1128,0.08,-1.23,-0.56,-0.3,-0.7,-0.44,-0.52,18.2,36.5,NA
32,5,192012,0.43,12.4,-0.79,0.93,-0.11,-0.35,0,1631,-0.05,-0.09,-1.24,-0.48,-0.68,-0.56,-0.62,3.7,21.1,NA
32,5,192101,0.23,15,-0.99,0.56,-0.84,-0.98,0,1550,-0.66,-0.54,-0.44,-0.84,-0.59,-0.83,-0.61,4.4,25.7,NA
32,5,192102,0.38,18.7,-0.97,-0.97,-0.25,-0.97,0,1296,0.06,-0.58,-0.51,-0.77,-0.43,-0.8,-0.69,7.2,30.3,NA
32,5,192103,1.41,24.1,0.49,0.49,1.47,0.49,0,1268,1.27,1.04,0.6,-0.58,-0.3,-0.54,-0.53,12.2,35.9,NA
32,5,192104,2.74,41.3,1.24,1.24,2.38,1.24,0,711,1.37,1.66,1.61,1.17,0.13,-0.01,-0.24,28.4,54.1,NA
32,5,192105,1.92,53.7,1.06,1.06,-0.14,0.88,14,365,-0.28,0.54,0.85,0.65,0.07,0.05,-0.86,40.7,66.7,NA
32,5,192106,3.96,67.9,1.12,1.12,0.5,1.12,146,59,0.47,-0.01,0.59,0.71,0.12,0.06,-0.63,56.6,79.1,NA
32,5,192107,3.85,71.3,1.81,1.81,2.41,1.81,218,22,0.87,0.81,0.4,1.1,0.91,0.31,-0.07,58.6,84.1,NA
32,5,192108,2.55,66.7,2.07,2.07,1.35,2.07,117,65,0.45,0.79,0.81,1.1,1.01,0.5,0.14,51.5,81.9,NA
32,5,192109,3.67,57.4,3.24,3.24,4.15,3.24,19,247,1.57,1.35,1.49,1.49,1.58,1.11,0.82,45.8,69.1,NA
32,5,192110,1.46,47,3.27,3.27,1.08,3.27,0,558,0.53,1.35,1.29,1.21,1.84,1.66,1.04,33.9,60.2,NA
32,5,192111,0.74,18.8,3.2,3.2,0.8,3.2,0,1386,0.5,0.53,1.34,1.49,1.79,1.69,0.9,10.5,27,NA
32,5,192112,0.48,15.4,3.04,3.04,0.51,3.04,0,1538,0.12,0.38,0.47,1.46,1.58,1.7,0.8,7.1,23.7,NA
32,5,192201,0.45,5.8,2.85,2.85,0.37,2.85,0,1835,0.19,0.1,0.3,1.26,1.17,1.79,0.66,-4.7,16.3,NA
32,5,192202,1.09,0.2,3.38,3.38,2.46,3.38,0,1814,1.63,1.3,1.04,1.49,1.65,1.95,0.78,-10.3,10.7,NA
32,5,192203,0.64,25.4,3.27,3.27,0.71,3.27,0,1228,-0.04,0.96,0.81,0.72,1.53,1.66,0.8,17.5,33.4,NA
32,5,192204,0.94,41.7,2.83,2.83,-0.29,2.66,0,699,-0.35,-0.44,0.21,0.24,1.15,1.15,0.84,30.9,52.5,NA
32,5,192205,3.98,55.6,3.66,3.66,3.36,3.66,22,313,1.07,0.69,0.6,0.88,1.41,1.75,1.4,44.7,66.5,NA
32,5,192206,3.54,64.4,3.61,3.61,0.99,3.61,90,108,0.2,0.8,0.52,0.71,0.76,1.63,1.37,53,75.8,NA
32,5,192207,1.97,66,3.46,3.46,0.66,3.46,110,79,-0.5,-0.34,0.3,0.27,0.3,0.94,0.96,53.2,78.8,NA
32,5,192208,1.85,69.9,3.09,3.09,-0.04,3.02,181,29,-0.2,-0.62,-0.49,-0.07,0.13,0.76,0.94,55.6,84.2,NA
32,5,192209,2.03,59.7,2.98,2.98,0.61,2.98,34,193,0.52,0.11,-0.32,0.12,0.28,0.36,1.08,45.8,73.7,NA
32,5,192210,0.57,45,2.27,2.27,-1.21,1.71,0,620,-0.47,0,-0.25,0.01,0.02,0.05,1.23,31.2,58.7,NA
32,5,192211,2.41,30.5,3.66,3.66,4.88,3.66,0,1035,2.23,1.05,0.96,0.2,0.38,0.59,1.72,24.3,36.8,NA
32,5,192212,0.77,6.8,3.78,3.78,1.48,3.78,0,1804,0.92,2.35,1.19,0.34,0.53,0.68,1.54,-2.2,15.8,NA
32,5,192301,0.53,7.5,3.64,3.64,0.75,3.64,0,1782,0.43,0.8,2.2,0.77,0.69,0.68,1.57,-2.2,17.2,NA
32,5,192302,0.96,2.7,4,4,2.22,4,0,1744,1.41,1.22,1.31,1.25,0.48,0.63,1.64,-8.2,13.6,NA
32,5,192303,0.42,16.4,3.7,3.7,0.32,3.7,0,1507,-0.62,0.44,0.45,1.16,0.41,0.59,1.46,5.4,27.5,NA
32,5,192304,1.11,38.9,3.49,3.49,0.53,3.49,0,783,-0.12,-0.5,0.04,1.48,0.61,0.61,1.2,27.8,50,NA
32,5,192305,2.22,54.2,3.32,3.32,0.55,3.32,16,351,-0.04,-0.26,-0.43,0.07,0.62,0.12,1.46,40.8,67.5,NA
32,5,192306,2.93,65.7,2.85,2.85,-0.38,2.63,110,89,-0.24,-0.39,-0.48,-0.37,0.22,-0.11,1.21,53.3,78.1,NA
32,5,192307,2.94,71.4,2.9,2.9,1.02,2.9,220,22,0.3,-0.15,-0.29,-0.32,0.47,0.17,0.85,59.2,83.5,NA
32,5,192308,2.11,62,2.88,2.88,0.85,2.88,48,141,0.06,0.1,-0.22,-0.48,-0.2,0.25,0.75,48.9,75.1,NA
32,5,192309,2.31,58.4,3.03,3.03,1.34,3.03,25,223,0.73,0.43,0.39,-0.1,-0.03,0.39,0.51,45.4,71.3,NA
32,5,192310,0.9,43,2.64,2.64,-0.24,2.48,0,682,-0.02,0.38,0.22,-0.17,-0.21,0.49,0.39,30.7,55.3,NA
32,5,192311,0.48,34.9,2.13,2.13,-0.73,1.61,0,903,0.04,-0.18,0.29,-0.06,-0.39,-0.13,0.32,24.7,45.2,NA
32,5,192312,0.37,20.2,1.82,1.82,-0.25,1.16,0,1389,-0.26,-0.24,-0.34,0.14,-0.32,-0.25,0.36,9.4,31.1,NA
32,5,192401,0.21,0.2,1.35,1.35,-0.86,0.31,0,2009,-0.76,-0.77,-0.61,-0.06,-0.34,-0.37,0.31,-11.6,12,NA
